33.86681,39.071864,38.643664,32.407978,45.80656
15.393305,20.926618,-7.12291936,7.3164416,16.430674
22.493692,31.592486,20.525956,22.1060416,43.80247
20.0,0.0,26.412166,9.2,25.967152
-50.0,14.849241,47.558468,15.403908,36.303216
-12.373863,5.356437,0.0,0.0,7.2708148
-50.0,4.3770496,18.630316,6.95805536,-11.346842
-34.980896,11.56427,29.267032,15.438205,40.530888
14.100292,1.1554871,-5.4179892,15.643783,39.769264
0.0,0.0,0.0,0.0,0.0
-20.0,9.993212,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
-17.548158,33.211716,20.972534,0.0,0.0
0.0,0.0,0.0,0.0,0.0
-20.0,12.595527,8.9978072,2.2453588,10.900335
0.0,0.0,0.0,0.0,0.0
50.0,3.64913952,48.187904,0.0,35.519296
33.29037,0.0,0.0,0.0,3.487917
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
40.595176,0.0,0.0,0.0,12.465882
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
